,rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
32,m/spider_man_into_the_spider_verse,Molly Freeman,False,Screen Rant,Fresh,9.0,2018-11-28,"Spider-Man: Into the Spider-Verse delivers a funny, heartwarming and fresh superhero origin story with gorgeously executed comic-style animation."
33,m/spider_man_into_the_spider_verse,Kirsten Acuna,False,Insider,Fresh,10.0,2018-11-28,"""Spider-Man Into the Spider-Verse,"" feels like a comic book come to life. Sony's vibrant, hilarious holiday movie is gorgeous to look at, is incredibly self-aware, and delivers the big screen debut of a few new Spideys that will become household names."
34,m/spider_man_into_the_spider_verse,Sebastian Zavala Kahn,False,Me gusta el cine,Fresh,8.0,2018-11-28,"Visually spectacular and unexpectedly emotional, the movie covers years of Spidey material in economical and entertaining fashion. [Full review in Spanish]"
35,m/spider_man_into_the_spider_verse,Sandie Angulo Chen,False,Common Sense Media,Fresh,10.0,2018-11-28,"Excellent, intense adventure has thrills, humor, heart."
36,m/spider_man_into_the_spider_verse,Kyle Anderson,False,Nerdist,Fresh,10.0,2018-11-28,"It's the kind of superhero movie we absolutely need, with good people doing good and reveling in it, the way Spider-Man always should."
37,m/spider_man_into_the_spider_verse,Jesse Hassenger,True,AV Club,Fresh,8.0,2018-11-28,"This is the seventh Spider-Man feature film in 16 years, but this universe has rarely felt so fresh."
38,m/spider_man_into_the_spider_verse,David Griffin,False,IGN Movies,Fresh,9.0,2018-11-28,Spider-Man: Into the Spider-Verse hits all the marks to be an all-around moviegoing blast.
39,m/spider_man_into_the_spider_verse,David Ehrlich,True,indieWire,Fresh,8.0,2018-11-28,The film's wild and contradictory aesthetic - elements of which clash against each other like some kind of dissonant cartoon jazz - dazzlingly explodes the outmoded idea that superhero movies have to look a certain way.
40,m/spider_man_into_the_spider_verse,J. Don Birnam,False,Splash Report,Fresh,8.0,2018-11-28,"Richly textured animation, eye-popping effects, and hilarious slapstick humor courtesy of six new Spider-Men and Women, make what should be a stale story unexpectedly refreshing and interesting."
41,m/spider_man_into_the_spider_verse,Matt Singer,False,ScreenCrush,Fresh,8.0,2018-11-28,The ultimate Spider-Man film.
42,m/spider_man_into_the_spider_verse,Darren Franich,True,Entertainment Weekly,Fresh,6.0,2018-11-28,"Spider-Verse has plenty of small delights, and it looks unique."
43,m/spider_man_into_the_spider_verse,Alex Abad-Santos,False,Vox,Fresh,8.0,2018-11-28,"Into the Spider-Verse treats its characters' emotions with care and validity, all the while trying to solve a puzzle that has long stumped people of all ages: Who am I supposed to be? And the scarier follow-up: What if I don't deserve that identity?"
44,m/spider_man_into_the_spider_verse,Brian Truitt,True,USA Today,Fresh,8.75,2018-11-28,"It's a slightly insane, hilariously daring and often touching mashup of everything that makes super-flicks so darn popular with the introduction of a Spider-Man who's ready-made for today's generation of kids."
45,m/spider_man_into_the_spider_verse,Edward Douglas,False,The Weekend Warrior,Fresh,8.5,2018-11-28,"Spider-Man: Into the Spider-verse isn't just the best Spider-Man movie to date, but it's also better than most Spider-Man comics."
46,m/spider_man_into_the_spider_verse,Mark Ellis,False,Schmoes Know,Fresh,10.0,2018-11-29,It might be the best Spider-Man movie I've ever seen.
47,m/spider_man_into_the_spider_verse,Abigail Chandler,False,SciFiNow,Fresh,10.0,2018-11-29,"The scale of it, the visual inventiveness, the heart and the humor - this film is the closest we've yet managed to get to a comic book come alive. And it's brilliant."
48,m/spider_man_into_the_spider_verse,Charles Bramesco,True,Guardian,Fresh,8.0,2018-11-29,"Not since Sam Raimi's godly mid-2000s run has the kinetic exhilaration of web-swinging felt so tactile, and the Manhattan through which our hero sails felt so specifically realized."
49,m/spider_man_into_the_spider_verse,Matt Maytum,False,Total Film,Fresh,10.0,2018-11-29,Forget the quantum physics and dimension-hopping: the most impossible thing to believe here is that Spider-Man feels exciting and new again.
50,m/spider_man_into_the_spider_verse,John Nugent,False,Empire Magazine,Fresh,10.0,2018-11-29,"Fresh, funny and frequently bonkers, Into The Spider-Verse is an astonishing shot of cinematic superhero adrenaline. For such an over-familiar character, somehow, this feels original and entirely new."
51,m/spider_man_into_the_spider_verse,Anthony O'Connor,False,FILMINK (Australia),Fresh,8.5,2018-11-29,"a two hour-long explosion of joy and colour, brimming with laughter and heart..."
52,m/spider_man_into_the_spider_verse,Rendy Jones,False,Rendy Reviews,Fresh,9.0,2018-11-29,A spectacularly amazing animated spectacle that serves as a beautiful reminder that the superhero genre has many more stories to tell in the most revitalizing forms.
53,m/spider_man_into_the_spider_verse,Ben Rolph,False,Discussing Film,Fresh,10.0,2018-11-29,Spider-Man: Into The Spider-Verse is nothing short of a masterpiece in animation.
54,m/spider_man_into_the_spider_verse,Mark Ellis,False,Schmoes Know,Fresh,10.0,2018-11-29,It might be the best Spider-Man movie I've ever seen.
55,m/spider_man_into_the_spider_verse,Abigail Chandler,False,SciFiNow,Fresh,10.0,2018-11-29,"The scale of it, the visual inventiveness, the heart and the humor - this film is the closest we've yet managed to get to a comic book come alive. And it's brilliant."
56,m/spider_man_into_the_spider_verse,Charles Bramesco,True,Guardian,Fresh,8.0,2018-11-29,"Not since Sam Raimi's godly mid-2000s run has the kinetic exhilaration of web-swinging felt so tactile, and the Manhattan through which our hero sails felt so specifically realized."
57,m/spider_man_into_the_spider_verse,Matt Maytum,False,Total Film,Fresh,10.0,2018-11-29,Forget the quantum physics and dimension-hopping: the most impossible thing to believe here is that Spider-Man feels exciting and new again.
58,m/spider_man_into_the_spider_verse,John Nugent,False,Empire Magazine,Fresh,10.0,2018-11-29,"Fresh, funny and frequently bonkers, Into The Spider-Verse is an astonishing shot of cinematic superhero adrenaline. For such an over-familiar character, somehow, this feels original and entirely new."
59,m/spider_man_into_the_spider_verse,Anthony O'Connor,False,FILMINK (Australia),Fresh,8.5,2018-11-29,"a two hour-long explosion of joy and colour, brimming with laughter and heart..."
60,m/spider_man_into_the_spider_verse,Rendy Jones,False,Rendy Reviews,Fresh,9.0,2018-11-29,A spectacularly amazing animated spectacle that serves as a beautiful reminder that the superhero genre has many more stories to tell in the most revitalizing forms.
61,m/spider_man_into_the_spider_verse,Ben Rolph,False,Discussing Film,Fresh,10.0,2018-11-29,Spider-Man: Into The Spider-Verse is nothing short of a masterpiece in animation.
62,m/spider_man_into_the_spider_verse,Oliver Jones,True,Observer,Fresh,8.75,2018-11-30,The greatest triumph and biggest surprise of the film is that it is an LSD freak-out on par with 2001: A Space Odyssey.
63,m/spider_man_into_the_spider_verse,Adam Starkey,False,Metro (UK),Fresh,10.0,2018-11-30,Spider-Man: Into The Spider-Verse is a remarkable achievement and one of the greatest superhero movies ever made.
64,m/spider_man_into_the_spider_verse,Ali Gray,False,TheShiznit.co.uk,Fresh,10.0,2018-11-30,"Funnier than Spider-Man: Homecoming and more exciting than Avengers, Into The Spider-Verse is the most perfect embodiment of Spider-Man to date - Stan Lee would be proud."
65,m/spider_man_into_the_spider_verse,Nate Adams,False,The Only Critic,Fresh,9.0,2018-11-30,"Just when you thought superhero films had played every narrative card in the cliché handbook, along comes Sony's animated ""Spider-Man: Into The Spider-Verse"" to completely revitalize a character whose been retooled, revamped, and reset one too many times."
66,m/spider_man_into_the_spider_verse,Oliver Jones,True,Observer,Fresh,8.75,2018-11-30,The greatest triumph and biggest surprise of the film is that it is an LSD freak-out on par with 2001: A Space Odyssey.
67,m/spider_man_into_the_spider_verse,Adam Starkey,False,Metro (UK),Fresh,10.0,2018-11-30,Spider-Man: Into The Spider-Verse is a remarkable achievement and one of the greatest superhero movies ever made.
68,m/spider_man_into_the_spider_verse,Ali Gray,False,TheShiznit.co.uk,Fresh,10.0,2018-11-30,"Funnier than Spider-Man: Homecoming and more exciting than Avengers, Into The Spider-Verse is the most perfect embodiment of Spider-Man to date - Stan Lee would be proud."
69,m/spider_man_into_the_spider_verse,Nate Adams,False,The Only Critic,Fresh,9.0,2018-11-30,"Just when you thought superhero films had played every narrative card in the cliché handbook, along comes Sony's animated ""Spider-Man: Into The Spider-Verse"" to completely revitalize a character whose been retooled, revamped, and reset one too many times."
70,m/spider_man_into_the_spider_verse,Robert Kojder,False,Flickering Myth,Fresh,8.0,2018-12-02,"Through irreverent humor, progressive creative choices, and emotion Spider-Man: Into the Spider-Verse succeeds in expressing that anyone can wear the mask"
71,m/spider_man_into_the_spider_verse,Sean Mulvihill,False,FanboyNation.com,Fresh,10.0,2018-12-02,"At a time when superheroes are everywhere and many people have become jaded to the tales of costumed heroism, Spider-Man: Into the Spiderverse explodes onto the screen with a new lively take on the character and the genre."
72,m/spider_man_into_the_spider_verse,Robert Kojder,False,Flickering Myth,Fresh,8.0,2018-12-02,"Through irreverent humor, progressive creative choices, and emotion Spider-Man: Into the Spider-Verse succeeds in expressing that anyone can wear the mask"
73,m/spider_man_into_the_spider_verse,Sean Mulvihill,False,FanboyNation.com,Fresh,10.0,2018-12-02,"At a time when superheroes are everywhere and many people have become jaded to the tales of costumed heroism, Spider-Man: Into the Spiderverse explodes onto the screen with a new lively take on the character and the genre."
74,m/spider_man_into_the_spider_verse,Eric Eisenberg,False,CinemaBlend,Fresh,10.0,2018-12-03,A stunning tribute to everything the character represents.
75,m/spider_man_into_the_spider_verse,Chris Evangelista,False,Slashfilm,Fresh,9.0,2018-12-03,"Visually stunning, laugh-out-loud funny, and utterly dazzling, Spider-Man: Into the Spider-Verse is a reminder of what superhero movies can be when handled with love and care."
76,m/spider_man_into_the_spider_verse,Scott Chitwood,False,ComingSoon.net,Fresh,8.0,2018-12-03,"It's funny, engaging, and action packed. This is a great holiday film that the whole family can enjoy together."
77,m/spider_man_into_the_spider_verse,Doug Jamieson,False,The Jam Report,Fresh,9.0,2018-12-03,"A hefty dose of heart and humour, stunningly original animation work, a glorious and diverse voice cast, and a narrative that consistently keeps you guessing all combine to create the year's finest animated film."
78,m/spider_man_into_the_spider_verse,Amanda Keats,False,HeyUGuys,Fresh,10.0,2018-12-03,"Full of wit and humour, Spider-Man: Into the Spider-Verse is a riotous animated adventure and a superb spectacle of colour and fun. It's an absolute delight from start to finish and a must-see."
79,m/spider_man_into_the_spider_verse,Eric Eisenberg,False,CinemaBlend,Fresh,10.0,2018-12-03,A stunning tribute to everything the character represents.
80,m/spider_man_into_the_spider_verse,Chris Evangelista,False,Slashfilm,Fresh,9.0,2018-12-03,"Visually stunning, laugh-out-loud funny, and utterly dazzling, Spider-Man: Into the Spider-Verse is a reminder of what superhero movies can be when handled with love and care."
81,m/spider_man_into_the_spider_verse,Scott Chitwood,False,ComingSoon.net,Fresh,8.0,2018-12-03,"It's funny, engaging, and action packed. This is a great holiday film that the whole family can enjoy together."
82,m/spider_man_into_the_spider_verse,Doug Jamieson,False,The Jam Report,Fresh,9.0,2018-12-03,"A hefty dose of heart and humour, stunningly original animation work, a glorious and diverse voice cast, and a narrative that consistently keeps you guessing all combine to create the year's finest animated film."
83,m/spider_man_into_the_spider_verse,Amanda Keats,False,HeyUGuys,Fresh,10.0,2018-12-03,"Full of wit and humour, Spider-Man: Into the Spider-Verse is a riotous animated adventure and a superb spectacle of colour and fun. It's an absolute delight from start to finish and a must-see."
84,m/spider_man_into_the_spider_verse,Dominick Suzanne-Mayer,False,Consequence of Sound,Fresh,9.0,2018-12-04,"There's a breathless sense of discovery and play that makes the film seem new, even as it's tap-dancing through the imprints of so many sci-fi stories throughout the years."
85,m/spider_man_into_the_spider_verse,Chris Bumbray,False,JoBlo's Movie Network,Fresh,9.0,2018-12-04,The best Spider-Man movie to date.
86,m/spider_man_into_the_spider_verse,Robert Daniels,False,812filmreviews,Fresh,8.75,2018-12-04,Spider-Man: Into the Spider-Verse breathes new life into the Marvel film genre.
87,m/spider_man_into_the_spider_verse,Dominick Suzanne-Mayer,False,Consequence of Sound,Fresh,9.0,2018-12-04,"There's a breathless sense of discovery and play that makes the film seem new, even as it's tap-dancing through the imprints of so many sci-fi stories throughout the years."
88,m/spider_man_into_the_spider_verse,Chris Bumbray,False,JoBlo's Movie Network,Fresh,9.0,2018-12-04,The best Spider-Man movie to date.
89,m/spider_man_into_the_spider_verse,Robert Daniels,False,812filmreviews,Fresh,8.75,2018-12-04,Spider-Man: Into the Spider-Verse breathes new life into the Marvel film genre.
90,m/spider_man_into_the_spider_verse,Iain McNally,False,Starburst,Fresh,9.0,2018-12-05,"Not just an incredibly confident, entertaining animated Spidey film, Spider-Man: Into the Spider-Verse is up there as one of the best, if not the best, Spider-Man film, period."
91,m/spider_man_into_the_spider_verse,Catalina Combs,False,Black Girl Nerds,Fresh,10.0,2018-12-05,"The film gives you the past, present, and future of Spider-Man and it's nothing short of awesome. It's the best parts of Spider-Man wrapped into one fine-tuned package."
92,m/spider_man_into_the_spider_verse,Peter Hartlaub,True,San Francisco Chronicle,Fresh,10.0,2018-12-05,"If this kind of risk-taking and artist-driven creativity can exist in Hollywood's biggest money-making genre, then our superhero movie future is filled with hope."
93,m/spider_man_into_the_spider_verse,Iain McNally,False,Starburst,Fresh,9.0,2018-12-05,"Not just an incredibly confident, entertaining animated Spidey film, Spider-Man: Into the Spider-Verse is up there as one of the best, if not the best, Spider-Man film, period."
94,m/spider_man_into_the_spider_verse,Catalina Combs,False,Black Girl Nerds,Fresh,10.0,2018-12-05,"The film gives you the past, present, and future of Spider-Man and it's nothing short of awesome. It's the best parts of Spider-Man wrapped into one fine-tuned package."
95,m/spider_man_into_the_spider_verse,Peter Hartlaub,True,San Francisco Chronicle,Fresh,10.0,2018-12-05,"If this kind of risk-taking and artist-driven creativity can exist in Hollywood's biggest money-making genre, then our superhero movie future is filled with hope."
96,m/spider_man_into_the_spider_verse,Matthew Passantino,False,Big Picture Big Sound,Fresh,7.5,2018-12-06,"How many times can one character be rebooted or reimagined before it becomes insufferable? Apparently we aren't there yet, because ""Spider-Man: Into the Spider-Verse"" is a welcome breath of fresh air."
97,m/spider_man_into_the_spider_verse,Matthew Passantino,False,Big Picture Big Sound,Fresh,7.5,2018-12-06,"How many times can one character be rebooted or reimagined before it becomes insufferable? Apparently we aren't there yet, because ""Spider-Man: Into the Spider-Verse"" is a welcome breath of fresh air."
98,m/spider_man_into_the_spider_verse,Philip De Semlyen,True,Time Out,Fresh,8.0,2018-12-07,"By the time it's chucked a Spider-pig (yes, really), Banksy jokes and buckets of Day-glo-bathed spectacle at you, resistance will be futile."
99,m/spider_man_into_the_spider_verse,Vikram Murthi,False,The Film Stage,Fresh,9.0,2018-12-07,"In every single frame, Spider-Verse proves once and for all that animation remains the best medium for superhero films, as the mutable style best fits the source material's fantastical nature."
100,m/spider_man_into_the_spider_verse,Douglas Davidson,False,Elements of Madness,Fresh,10.0,2018-12-07,"For the first time in cinema history, a film brilliantly, dare I say spectacularly, captures the spirit of the medium from which these characters emerge."
101,m/spider_man_into_the_spider_verse,Matthew Turner,False,Hero Collector,Fresh,10.0,2018-12-07,An utterly exhilarating and brilliantly animated adventure whose imminent success opens up an exciting new direction for superhero movies.
102,m/spider_man_into_the_spider_verse,Philip De Semlyen,True,Time Out,Fresh,8.0,2018-12-07,"By the time it's chucked a Spider-pig (yes, really), Banksy jokes and buckets of Day-glo-bathed spectacle at you, resistance will be futile."
103,m/spider_man_into_the_spider_verse,Vikram Murthi,False,The Film Stage,Fresh,9.0,2018-12-07,"In every single frame, Spider-Verse proves once and for all that animation remains the best medium for superhero films, as the mutable style best fits the source material's fantastical nature."
104,m/spider_man_into_the_spider_verse,Douglas Davidson,False,Elements of Madness,Fresh,10.0,2018-12-07,"For the first time in cinema history, a film brilliantly, dare I say spectacularly, captures the spirit of the medium from which these characters emerge."
105,m/spider_man_into_the_spider_verse,Matthew Turner,False,Hero Collector,Fresh,10.0,2018-12-07,An utterly exhilarating and brilliantly animated adventure whose imminent success opens up an exciting new direction for superhero movies.
106,m/spider_man_into_the_spider_verse,Kambole Campbell,True,Little White Lies,Fresh,8.0,2018-12-08,"As far as this decade is concerned, this is the ultimate Spider-Man."
107,m/spider_man_into_the_spider_verse,Jorge Ignacio Castillo,False,Prairie Dog Magazine,Fresh,8.0,2018-12-08,"I haven't seen a movie that more closely approaches the feeling of reading a comic, while at the same time taking full advantage of continuous motion and changing perspective."
108,m/spider_man_into_the_spider_verse,Chris Stuckmann,False,ChrisStuckmann.com,Fresh,10.0,2018-12-08,I have not wanted a sequel to a Spider-Man film this much since Raimi's 2002 film. This is a wonderful superhero movie and an even better drama about an estranged father and son.
109,m/spider_man_into_the_spider_verse,Kambole Campbell,True,Little White Lies,Fresh,8.0,2018-12-08,"As far as this decade is concerned, this is the ultimate Spider-Man."
110,m/spider_man_into_the_spider_verse,Jorge Ignacio Castillo,False,Prairie Dog Magazine,Fresh,8.0,2018-12-08,"I haven't seen a movie that more closely approaches the feeling of reading a comic, while at the same time taking full advantage of continuous motion and changing perspective."
111,m/spider_man_into_the_spider_verse,Chris Stuckmann,False,ChrisStuckmann.com,Fresh,10.0,2018-12-08,I have not wanted a sequel to a Spider-Man film this much since Raimi's 2002 film. This is a wonderful superhero movie and an even better drama about an estranged father and son.
112,m/spider_man_into_the_spider_verse,Jennifer Heaton,False,Alternative Lens,Fresh,10.0,2018-12-09,"It demonstrates an undeniable passion for Spider-Man, and it uses those building blocks to tell a story that reminds you why he's been a beloved character for over fifty years"
113,m/spider_man_into_the_spider_verse,Roger Moore,False,Movie Nation,Rotten,5.0,2018-12-09,"Jerky motion, blurred action beats -- a clever conceit ruined by sloppy animation."
114,m/spider_man_into_the_spider_verse,Jeffrey Lyles,False,Lyles' Movie Files,Fresh,10.0,2018-12-09,"Not just unapologetically embraces its comic book roots, but enthusiastically celebrates its source material."
115,m/spider_man_into_the_spider_verse,Jennifer Heaton,False,Alternative Lens,Fresh,10.0,2018-12-09,"It demonstrates an undeniable passion for Spider-Man, and it uses those building blocks to tell a story that reminds you why he's been a beloved character for over fifty years"
116,m/spider_man_into_the_spider_verse,Roger Moore,False,Movie Nation,Rotten,5.0,2018-12-09,"Jerky motion, blurred action beats -- a clever conceit ruined by sloppy animation."
117,m/spider_man_into_the_spider_verse,Jeffrey Lyles,False,Lyles' Movie Files,Fresh,10.0,2018-12-09,"Not just unapologetically embraces its comic book roots, but enthusiastically celebrates its source material."
118,m/spider_man_into_the_spider_verse,Rob Carnevale,False,Indie London,Fresh,10.0,2018-12-10,"It's edgy, it's colourful, it's playful and it's alive with invention. It's often breath-taking to look at."
119,m/spider_man_into_the_spider_verse,Hilary A White,False,Sunday Independent (Ireland),Fresh,10.0,2018-12-10,"Neither a spin-off nor a shameless jumping-off-point to some franchise assault, this is that rarest of things - a replete, self-contained Marvel film that dazzles with wit, ingenuity and heart."
120,m/spider_man_into_the_spider_verse,Jordan Ruimy,False,World of Reel,Fresh,7.0,2018-12-10,A visual groundbreaker.
121,m/spider_man_into_the_spider_verse,Hannah Hoolihan,False,Hannah Hoolihan,Fresh,10.0,2018-12-10,"With witty storytelling, lovable characters, and some solid laugh-out-loud moments, it's a fresh and exciting take on the familiar narrative of Marvel's favorite web-slinger."
122,m/spider_man_into_the_spider_verse,Julian Roman,False,MovieWeb,Fresh,7.0,2018-12-10,"Spider-Man: Into the Spider-Verse is a stunningly creative, multicultural, animated adventure. Your spider-sense will tingle with laughter, excitement, and a tinge of sadness."
123,m/spider_man_into_the_spider_verse,Rachel Leishman,False,The Mary Sue,Fresh,10.0,2018-12-10,"The movie has a lot of heart, and you'll find yourself crying more often than you'd think, but it is hands down the best Spider-Man movie ever made."
124,m/spider_man_into_the_spider_verse,James Mottram,False,South China Morning Post,Fresh,9.0,2018-12-10,Not since the first Sam Raimi-directed live-action Spider-Man has there been a movie about Marvel's web-slinging superhero that's been so darn fun.
125,m/spider_man_into_the_spider_verse,Courtney Small,False,Cinema Axis,Fresh,9.0,2018-12-10,Spider-Man: Into the Spider-Verse creates a world that truly feels as if you are in a living comic book. One where each panel is an exciting mixture of different techniques.
126,m/spider_man_into_the_spider_verse,Rob Carnevale,False,Indie London,Fresh,10.0,2018-12-10,"It's edgy, it's colourful, it's playful and it's alive with invention. It's often breath-taking to look at."
127,m/spider_man_into_the_spider_verse,Hilary A White,False,Sunday Independent (Ireland),Fresh,10.0,2018-12-10,"Neither a spin-off nor a shameless jumping-off-point to some franchise assault, this is that rarest of things - a replete, self-contained Marvel film that dazzles with wit, ingenuity and heart."
128,m/spider_man_into_the_spider_verse,Jordan Ruimy,False,World of Reel,Fresh,7.0,2018-12-10,A visual groundbreaker.
129,m/spider_man_into_the_spider_verse,Hannah Hoolihan,False,Hannah Hoolihan,Fresh,10.0,2018-12-10,"With witty storytelling, lovable characters, and some solid laugh-out-loud moments, it's a fresh and exciting take on the familiar narrative of Marvel's favorite web-slinger."
130,m/spider_man_into_the_spider_verse,Julian Roman,False,MovieWeb,Fresh,7.0,2018-12-10,"Spider-Man: Into the Spider-Verse is a stunningly creative, multicultural, animated adventure. Your spider-sense will tingle with laughter, excitement, and a tinge of sadness."
131,m/spider_man_into_the_spider_verse,Rachel Leishman,False,The Mary Sue,Fresh,10.0,2018-12-10,"The movie has a lot of heart, and you'll find yourself crying more often than you'd think, but it is hands down the best Spider-Man movie ever made."
132,m/spider_man_into_the_spider_verse,James Mottram,False,South China Morning Post,Fresh,9.0,2018-12-10,Not since the first Sam Raimi-directed live-action Spider-Man has there been a movie about Marvel's web-slinging superhero that's been so darn fun.
